gmail.com,0.2339443492
yahoo.com,0.2286693921
hotmail.com,0.204800211
aol.com,0.04219965713
hotmail.co.uk,0.01674798892
hotmail.fr,0.01635236714
msn.com,0.01437425821
yahoo.fr,0.012923645
wanadoo.fr,0.01186865357
orange.fr,0.01094553607
comcast.net,0.01002241857
yahoo.co.uk,0.009626796782
yahoo.com.br,0.009099301068
yahoo.co.in,0.007912435711
live.com,0.007384939997
rediffmail.com,0.006725570355
free.fr,0.006725570355
gmx.de,0.005802452855
web.de,0.005670578927
yandex.ru,0.005538704998
ymail.com,0.005406831069
libero.it,0.005011209284
outlook.com,0.005011209284
uol.com.br,0.00448371357
bol.com.br,0.004351839641
mail.ru,0.004219965713
cox.net,0.003296848213
hotmail.it,0.003296848213
sbcglobal.net,0.003164974285
sfr.fr,0.003033100356
live.fr,0.003033100356
verizon.net,0.002901226428
live.co.uk,0.002769352499
googlemail.com,0.00263747857
yahoo.es,0.00263747857
ig.com.br,0.002505604642
live.nl,0.002505604642
bigpond.com,0.002373730713
terra.com.br,0.002241856785
yahoo.it,0.002241856785
neuf.fr,0.002241856785
yahoo.de,0.002109982856
alice.it,0.002109982856
rocketmail.com,0.001978108928
att.net,0.001978108928
laposte.net,0.001978108928
facebook.com,0.001978108928
bellsouth.net,0.001978108928
yahoo.in,0.001846234999
hotmail.es,0.001714361071
charter.net,0.001582487142
yahoo.ca,0.001582487142
yahoo.com.au,0.001582487142
rambler.ru,0.001582487142
hotmail.de,0.001450613214
tiscali.it,0.001318739285
shaw.ca,0.001318739285
yahoo.co.jp,0.001318739285
sky.com,0.001318739285
earthlink.net,0.001186865357
optonline.net,0.001186865357
freenet.de,0.001186865357
t-online.de,0.001186865357
aliceadsl.fr,0.001054991428
virgilio.it,0.001054991428
home.nl,0.0009231174997
qq.com,0.0009231174997
telenet.be,0.0009231174997
me.com,0.0009231174997
yahoo.com.ar,0.0009231174997
tiscali.co.uk,0.0009231174997
yahoo.com.mx,0.0009231174997
voila.fr,0.0007912435711
gmx.net,0.0007912435711
mail.com,0.0007912435711
planet.nl,0.0007912435711
tin.it,0.0007912435711
live.it,0.0007912435711
ntlworld.com,0.0007912435711
arcor.de,0.0007912435711
yahoo.co.id,0.0007912435711
frontiernet.net,0.0007912435711
hetnet.nl,0.0006593696426
live.com.au,0.0006593696426
yahoo.com.sg,0.0006593696426
zonnet.nl,0.0006593696426
club-internet.fr,0.0006593696426
juno.com,0.0006593696426
optusnet.com.au,0.0006593696426
blueyonder.co.uk,0.0006593696426
bluewin.ch,0.0006593696426
skynet.be,0.0006593696426
sympatico.ca,0.0006593696426
windstream.net,0.0006593696426
mac.com,0.0006593696426
centurytel.net,0.0006593696426
chello.nl,0.0005274957141
live.ca,0.0005274957141
aim.com,0.0005274957141
bigpond.net.au,0.0005274957141
